transaction_id,user_id,age,gender,daily_screen_time_hours,social_media_hours,gaming_hours,work_study_hours,sleep_hours,notifications_per_day,app_opens_per_day,weekend_screen_time,stress_level,academic_work_impact,addiction_level,addicted_label
TXN04356,U04356,31.0,Female,3.24,1.83,3.04,3.05,7.86,81.0,56,4.81,Medium,No,Mild,0
TXN04357,U04357,25.0,Female,3.7,0.84,3.22,1.65,5.48,79.0,154,6.53,Medium,No,,0
TXN04358,U04358,31.0,Other,11.63,3.15,0.22,2.46,6.04,64.0,34,13.68,High,No,Severe,1
TXN04359,U04359,31.0,Other,7.91,1.26,0.82,5.51,7.56,245.0,35,8.78,Medium,Yes,MILD,0
TXN04360,U04360,24.0,Female,3.19,3.49,1.07,1.2,7.99,104.0,134,3.74,Medium,No,,0
TXN04361,U04361,33.0,Other,10.48,4.37,2.92,4.46,8.18,67.0,91,11.61,High,No,Severe,1
TXN04362,U04362,33.0,Other,5.93,3.81,1.75,1.07,8.28,115.0,121,8.43,Medium,Yes,,0
TXN04363,U04363,19.0,Female,4.17,,3.22,2.25,7.76,129.0,74,6.1,Medium,No,Mild,0
TXN04364,U04364,34.0,Female,4.92,1.05,0.05,3.65,5.37,108.0,157,7.12,High,No,,0
TXN04365,U04365,24.0,Male,9.13,4.32,1.89,0.69,5.34,182.0,33,11.14,Medium,No,Moderate,1
TXN04366,U04366,18.0,Other,4.56,3.52,1.76,1.39,8.34,235.0,155,5.14,Low,No,Mild,0
TXN04367,U04367,27.0,Other,8.12,3.21,1.52,3.94,5.91,201.0,173,8.63,High,Yes,Severe,1
TXN04368,U04368,26.0,Male,4.99,4.14,2.84,2.4,5.15,168.0,100,7.46,,Yes,Moderate,1
TXN04369,U04369,34.0,Other,7.24,4.28,3.84,0.72,8.42,65.0,47,10.21,Medium,Yes,Moderate,1
TXN04370,U04370,23.0,Female,3.38,3.73,2.3,2.48,8.94,32.0,150,5.31,Low,No,Mild,0
TXN04371,U04371,,Male,10.64,1.14,3.4,5.25,5.79,241.0,152,11.59,Medium,No,Moderate,1
TXN04372,U04372,33.0,Other,4.72,0.74,1.57,2.28,7.81,151.0,150,6.79,High,No,Mild,0
TXN04373,U04373,31.0,Male,10.01,1.51,3.79,1.58,6.41,81.0,104,10.64,High,No,Severe,1
TXN04374,U04374,30.0,Other,10.4,5.74,0.51,3.05,8.26,35.0,104,11.29,Medium,Yes,Severe,1
TXN04375,U04375,26.0,Other,10.0,4.0,1.26,5.44,6.22,126.0,111,11.67,High,No,Severe,1
TXN04376,U04376,,Female,5.5,4.43,1.22,0.6,8.71,233.0,18,8.09,Low,Yes,Severe,1
TXN04377,U04377,24.0,Other,7.03,1.99,2.93,0.59,6.64,149.0,60,8.01,,Yes,Moderate,1
TXN04378,U04378,35.0,Female,9.21,1.73,1.71,4.74,5.24,206.0,51,11.89,Low,Yes,Severe,1
TXN04379,U04379,19.0,Male,4.04,2.02,1.88,2.73,6.58,127.0,126,4.74,High,Yes,,0
TXN04380,U04380,29.0,Female,8.39,5.19,0.49,5.43,5.23,207.0,83,10.14,Low,Yes,Moderate,1
TXN04381,U04381,34.0,Other,8.98,0.97,0.22,2.67,7.15,192.0,114,11.89,Low,Yes,Severe,1
TXN04382,U04382,29.0,Other,8.7,4.22,0.19,0.6,6.66,147.0,101,10.35,Low,Yes,Moderate,1
TXN04383,U04383,25.0,Male,9.62,3.53,3.75,3.2,7.49,157.0,86,10.81,Medium,No,Moderate,1
TXN04384,U04384,24.0,Male,8.68,0.98,2.03,4.43,8.58,96.0,42,10.55,Medium,Yes,Moderate,1
TXN04385,U04385,30.0,Male,9.66,5.95,1.81,0.86,8.38,134.0,78,10.73,Medium,Yes,Moderate,1
TXN04386,U04386,31.0,Other,6.25,2.71,1.38,4.84,8.22,144.0,36,7.21,High,Yes,Mild,0
TXN04387,U04387,19.0,Other,7.81,5.33,0.66,4.06,6.61,127.0,168,9.82,High,Yes,Severe,1
TXN04388,U04388,18.0,Other,5.71,3.28,2.46,2.64,7.25,112.0,113,7.22,Low,Yes,,0
TXN04389,U04389,22.0,Female,10.77,4.38,3.95,2.22,6.44,76.0,107,12.68,Low,Yes,Severe,1
TXN04390,U04390,25.0,Male,11.9,,0.79,5.77,7.1,54.0,143,13.97,Medium,Yes,Severe,1
TXN04391,U04391,33.0,Male,5.88,2.67,1.73,1.88,5.93,90.0,166,8.78,Medium,Yes,,0
TXN04392,U04392,31.0,Male,10.28,4.72,3.56,3.65,5.19,218.0,102,12.1,Low,Yes,Moderate,1
TXN04393,U04393,29.0,Other,7.81,4.15,2.83,4.77,6.16,180.0,77,8.94,Medium,Yes,Moderate,1
TXN04394,U04394,34.0,Female,6.13,1.78,3.92,5.53,5.58,41.0,170,8.71,Low,No,Mild,0
TXN04395,U04395,32.0,Female,7.55,1.65,0.19,3.71,7.59,227.0,63,8.39,High,Yes,Mild,0
TXN04396,U04396,33.0,Male,3.77,5.86,1.81,1.02,4.53,92.0,26,4.71,Medium,Yes,SEV,1
TXN04397,U04397,33.0,Male,5.8,3.0,3.98,1.08,7.32,36.0,143,6.98,High,Yes,,0
TXN04398,U04398,18.0,Female,9.76,5.32,0.36,1.81,,195.0,178,10.68,Low,No,Moderate,1
TXN04399,U04399,18.0,Female,3.72,4.5,3.59,5.09,7.97,166.0,56,4.49,High,Yes,Moderate,1
TXN04400,U04400,33.0,Other,11.45,1.97,1.0,2.97,6.39,93.0,97,12.89,High,No,Severe,1
TXN04401,U04401,21.0,Male,6.36,4.29,2.18,5.06,5.43,121.0,99,8.41,Medium,No,Severe,1
TXN04402,U04402,21.0,Other,5.62,3.04,3.98,1.15,5.33,192.0,170,8.0,High,Yes,,0
TXN04403,U04403,22.0,Female,10.59,2.57,1.69,3.62,6.91,225.0,163,12.04,Low,Yes,Severe,1
TXN04404,U04404,31.0,Other,9.15,3.69,1.54,5.15,8.3,243.0,55,11.47,Medium,No,Moderate,1
TXN04405,U04405,34.0,Other,10.31,2.83,3.14,2.45,8.64,222.0,90,13.13,High,No,Severe,1
TXN04406,U04406,32.0,Female,6.98,5.74,2.4,5.5,6.71,143.0,69,9.21,High,Yes,Moderate,1
TXN04407,U04407,28.0,Female,3.31,4.98,2.1,1.56,7.79,219.0,136,4.4,Low,Yes,Severe,1
TXN04408,U04408,,Female,9.22,5.6,2.88,2.89,7.03,123.0,101,,Medium,Yes,Severe,1
TXN04409,U04409,30.0,Other,3.03,4.59,1.44,0.95,6.57,244.0,68,3.87,Low,Yes,Moderate,1
TXN04410,U04410,28.0,Female,7.63,2.91,2.24,1.42,7.33,154.0,18,10.59,High,Yes,Moderate,1
TXN04411,U04411,33.0,Female,6.59,4.66,0.22,3.37,,228.0,23,8.19,High,Yes,Moderate,1
TXN04412,U04412,22.0,Female,4.7,4.14,0.33,4.57,5.51,98.0,90,6.76,High,No,Severe,1
TXN04413,U04413,18.0,Other,8.74,5.84,1.14,4.58,6.7,48.0,127,11.13,Low,No,Severe,1
TXN04414,U04414,30.0,Female,5.16,1.61,1.49,4.83,7.76,32.0,172,6.29,Medium,Yes,Mild,0
TXN04415,U04415,23.0,Female,5.39,3.28,1.52,3.58,6.72,41.0,78,,Low,No,Mild,0
TXN04416,U04416,32.0,Female,3.56,4.22,2.48,3.31,5.03,48.0,16,4.73,Medium,Yes,Moderate,1
TXN04417,U04417,20.0,Female,11.19,5.27,2.2,4.18,4.6,64.0,35,12.3,High,No,Moderate,1
TXN04418,U04418,19.0,Female,4.72,2.22,0.44,5.58,4.9,80.0,90,5.44,Medium,No,,0
TXN04419,U04419,31.0,Female,10.52,2.4,1.2,0.97,8.94,83.0,67,13.35,Medium,No,Moderate,1
TXN04420,U04420,27.0,Other,9.71,0.98,2.62,2.73,4.61,70.0,112,10.71,High,No,Severe,1
TXN04421,U04421,,Female,5.99,0.8,3.75,1.94,5.97,250.0,96,47.69,Low,Yes,,0
TXN04422,U04422,29.0,Male,5.08,1.93,0.08,2.66,6.46,129.0,175,7.53,Medium,No,,0
TXN04423,U04423,26.0,Female,3.58,4.88,0.6,5.72,5.74,130.0,85,6.01,Low,No,Moderate,1
TXN04424,U04424,18.0,Other,8.14,4.18,0.79,2.43,7.91,233.0,148,9.33,Medium,Yes,Moderate,1
TXN04425,U04425,26.0,Female,8.73,2.72,0.39,5.47,5.15,136.0,36,9.35,Medium,Yes,Moderate,1
TXN04426,U04426,26.0,Female,11.81,1.8,2.07,4.66,7.7,207.0,171,13.71,High,Yes,Moderate,1
TXN04427,U04427,19.0,Other,11.37,1.02,1.53,1.66,7.05,208.0,53,13.52,Medium,Yes,Severe,1
TXN04428,U04428,25.0,Other,4.21,3.54,1.45,4.61,5.04,197.0,170,5.13,Medium,Yes,,0
TXN04429,U04429,24.0,Female,3.02,0.65,0.69,1.81,6.89,151.0,69,5.8,High,Yes,Mild,0
TXN04430,U04430,21.0,Female,6.73,3.64,1.97,2.7,,166.0,126,7.25,High,Yes,Mild,0
TXN04431,U04431,22.0,Male,8.52,5.54,0.6,1.76,8.92,103.0,159,9.33,High,Yes,Severe,1
TXN04432,U04432,20.0,Other,11.15,1.86,1.73,4.42,6.95,137.0,50,13.45,Medium,Yes,Severe,1
TXN04433,U04433,18.0,Other,8.17,1.07,3.17,4.16,4.91,233.0,124,10.05,High,Yes,Moderate,1
TXN04434,U04434,22.0,Other,5.61,2.62,0.64,5.55,6.3,,48,7.6,Low,Yes,Mild,0
TXN04435,U04435,27.0,Male,8.79,4.33,3.99,4.13,7.39,244.0,74,9.64,High,Yes,Moderate,1
TXN04436,U04436,22.0,Female,5.27,5.21,0.8,5.92,7.0,74.0,115,7.05,Low,Yes,,1
TXN04437,U04437,21.0,Female,5.64,6.0,3.74,4.78,8.74,158.0,86,7.33,High,Yes,Severe,1
TXN04438,U04438,32.0,Other,5.55,1.0,1.7,1.68,5.71,20.0,103,7.2,Medium,Yes,Mild,0
TXN04439,U04439,28.0,Male,4.64,2.42,0.71,1.86,,96.0,83,6.8,Low,No,Mild,0
TXN04440,U04440,29.0,Other,5.87,0.53,2.2,4.34,6.52,101.0,82,7.61,High,Yes,Mild,0
TXN04441,U04441,32.0,Male,3.25,2.85,0.71,4.85,4.5,200.0,124,6.1,Low,Yes,Mild,0
TXN04442,U04442,32.0,Male,6.99,1.19,2.45,2.07,8.67,62.0,87,8.78,High,Yes,Moderate,1
TXN04443,U04443,29.0,Other,4.55,3.35,3.03,5.88,5.57,102.0,123,6.42,High,Yes,,0
TXN04444,U04444,23.0,Male,3.19,3.11,2.01,0.52,6.76,249.0,61,4.12,Low,Yes,Mild,0
TXN04445,U04445,21.0,Other,3.04,4.37,2.37,4.72,5.38,108.0,81,4.77,Low,Yes,Moderate,1
TXN04446,U04446,23.0,Female,7.41,4.78,0.52,5.15,7.11,62.0,95,8.13,Low,Yes,Moderate,1
TXN04447,U04447,35.0,Male,11.32,1.25,1.44,3.05,8.89,166.0,146,14.07,Low,No,Severe,1
TXN04448,U04448,23.0,Female,6.88,0.69,0.71,1.44,4.72,21.0,134,8.56,Low,Yes,Mild,0
TXN04449,U04449,35.0,Other,3.94,1.08,1.39,5.43,6.94,57.0,90,5.39,High,No,,0
TXN04450,U04450,19.0,Other,7.87,1.14,1.43,4.79,5.13,240.0,145,9.41,Medium,Yes,Mild,0
TXN04451,U04451,32.0,Female,11.7,2.09,1.12,1.1,8.01,48.0,110,14.68,Low,Yes,Severe,1
TXN04452,U04452,34.0,Other,9.49,1.86,0.5,2.39,7.53,189.0,20,11.88,Low,No,Severe,1
TXN04453,U04453,26.0,Male,7.69,1.62,3.04,4.34,8.94,195.0,128,9.54,High,No,Moderate,1
TXN04454,U04454,28.0,Male,5.81,5.67,2.63,1.51,8.2,230.0,160,8.03,Medium,No,,1
TXN04455,U04455,27.0,Female,6.95,5.28,1.99,0.74,8.93,173.0,36,9.3,High,Yes,Moderate,1
TXN04456,U04456,24.0,Female,4.97,4.98,3.61,3.93,5.01,140.0,60,5.97,Low,No,Moderate,1
TXN04457,U04457,,Other,7.8,4.47,2.17,5.92,6.39,229.0,43,10.76,High,No,Moderate,1
TXN04458,U04458,32.0,Other,3.51,1.1,1.37,1.3,8.56,49.0,43,6.12,High,No,Mild,0
TXN04459,U04459,21.0,Female,8.62,4.49,1.55,4.19,6.01,141.0,67,9.7,High,No,Severe,1
TXN04460,U04460,35.0,Male,4.08,1.73,0.87,2.98,5.69,215.0,15,6.33,High,Yes,,0
TXN04461,U04461,18.0,Other,11.07,1.86,0.66,2.01,5.72,60.0,113,12.44,Medium,No,Moderate,1
TXN04462,U04462,34.0,Female,8.47,4.11,0.48,3.69,6.75,189.0,99,11.12,Low,No,Moderate,1
TXN04463,U04463,27.0,Male,10.85,2.7,2.23,4.85,8.52,249.0,69,12.02,High,No,Moderate,1
TXN04464,U04464,27.0,Male,8.55,0.77,0.19,5.33,4.65,21.0,121,10.52,Medium,Yes,Moderate,1
TXN04465,U04465,24.0,Female,3.77,3.09,3.84,1.43,8.1,,19,6.18,High,Yes,,0
TXN04466,U04466,29.0,,3.03,3.6,2.3,0.65,8.76,91.0,20,4.82,Low,No,Mild,0
TXN04467,U04467,,Male,8.18,2.93,1.5,1.04,8.12,103.0,169,9.09,Low,No,Severe,1
TXN04468,U04468,33.0,Other,5.6,1.99,2.76,4.42,5.38,68.0,36,7.41,High,No,Mild,0
TXN04469,U04469,28.0,Female,5.3,3.61,0.98,5.55,8.8,47.0,52,7.72,Medium,Yes,,0
TXN04470,U04470,35.0,Female,10.86,5.96,2.82,4.19,5.29,40.0,168,12.52,High,Yes,Moderate,1
TXN04471,U04471,34.0,Other,4.09,4.56,0.51,5.81,,,150,5.95,Low,Yes,Moderate,1
TXN04472,U04472,32.0,Female,7.17,1.04,1.45,1.02,4.63,,83,8.45,Medium,No,Moderate,1
TXN04473,U04473,18.0,Female,3.55,5.28,3.77,4.92,6.05,133.0,120,4.84,Low,Yes,Severe,1
TXN04474,U04474,27.0,Other,10.87,3.5,3.19,2.92,7.49,224.0,105,11.59,Medium,Yes,Severe,1
TXN04475,U04475,18.0,Female,11.73,0.87,3.32,4.37,4.63,244.0,165,14.62,Medium,No,Severe,1
TXN04476,U04476,31.0,Other,4.53,4.59,1.5,5.06,6.39,83.0,156,7.29,High,No,Moderate,1
TXN04477,U04477,19.0,Male,7.12,2.72,2.97,3.17,,236.0,80,9.23,Low,Yes,,0
TXN04478,U04478,28.0,Male,7.33,3.77,0.04,5.57,6.06,162.0,31,8.09,Low,No,Moderate,1
TXN04479,U04479,33.0,Female,6.94,1.79,0.89,0.73,8.09,127.0,145,7.56,Low,Yes,Mild,0
TXN04480,U04480,21.0,Female,9.88,2.8,0.69,5.21,7.23,78.0,106,10.83,Medium,Yes,Moderate,1
TXN04481,U04481,32.0,Female,4.56,2.79,1.34,0.87,8.54,52.0,126,5.31,Medium,No,,0
TXN04482,U04482,18.0,Female,3.74,5.93,3.88,3.53,5.46,185.0,48,5.85,Low,Yes,Moderate,1
TXN04483,U04483,25.0,Male,3.39,5.07,3.48,2.69,7.8,24.0,131,4.12,High,No,Moderate,1
TXN04484,U04484,21.0,Male,9.84,2.37,1.18,3.29,5.96,126.0,60,12.72,High,No,Severe,1
TXN04485,U04485,21.0,Female,9.99,1.92,3.73,5.17,5.57,93.0,159,10.87,Medium,Yes,Severe,1
TXN04486,U04486,29.0,Female,11.56,3.07,0.25,2.61,7.42,73.0,27,12.58,Low,Yes,Moderate,1
TXN04487,U04487,35.0,Female,9.42,3.32,1.87,1.03,5.2,41.0,100,10.76,Medium,Yes,Moderate,1
TXN04488,U04488,0.0,Female,4.61,3.5,0.76,5.38,5.38,23.0,34,6.28,High,Yes,Mild,0
TXN04489,U04489,28.0,Male,8.67,5.36,3.58,4.55,8.68,213.0,111,,Low,No,Severe,1
TXN04490,U04490,21.0,Female,7.37,4.62,0.17,2.18,6.15,142.0,83,8.18,Medium,No,Severe,1
TXN04491,U04491,23.0,Female,4.87,0.53,3.74,1.52,8.9,53.0,74,7.79,Medium,Yes,Mild,0
TXN04492,U04492,27.0,Male,5.05,1.69,2.92,4.55,8.34,197.0,106,7.84,High,No,,0
TXN04493,U04493,20.0,Female,3.62,1.23,3.95,1.39,7.88,22.0,172,6.45,High,Yes,,0
TXN04494,U04494,33.0,Male,6.86,1.91,0.19,5.73,7.64,49.0,38,8.61,High,Yes,Mild,0
TXN04495,U04495,20.0,Other,3.36,5.28,0.12,4.25,5.68,29.0,27,5.91,Low,Yes,Severe,1
TXN04496,U04496,28.0,Female,10.45,5.44,2.14,2.7,6.06,25.0,66,12.32,High,No,Moderate,1
TXN04497,U04497,23.0,Female,4.22,4.75,3.12,1.77,7.08,66.0,168,4.74,Medium,Yes,Moderate,1
TXN04498,U04498,26.0,Female,7.76,3.49,3.71,3.2,8.99,173.0,126,9.15,Medium,No,Moderate,1
TXN04499,U04499,24.0,,8.15,5.79,3.82,3.55,4.95,128.0,75,10.56,Low,No,Severe,1
TXN04500,U04500,25.0,Other,5.33,1.94,2.81,5.84,8.4,39.0,118,5.92,High,No,Mild,0
TXN04501,U04501,21.0,Other,8.02,1.3,0.85,4.43,7.56,182.0,161,10.52,Medium,No,Severe,1
TXN04502,U04502,27.0,Male,7.73,4.82,1.58,3.91,8.42,99.0,92,10.66,Low,No,Moderate,1
TXN04503,U04503,29.0,Male,7.17,3.91,2.35,1.91,6.21,34.0,137,7.83,,Yes,Moderate,1
TXN04504,U04504,35.0,Female,4.17,2.72,1.13,2.68,8.74,53.0,69,6.5,Medium,No,Mild,0
TXN04505,U04505,22.0,Male,11.07,4.48,3.11,5.1,6.49,234.0,17,13.63,Medium,No,Moderate,1
TXN04506,U04506,32.0,Male,8.05,1.83,2.45,4.49,5.65,163.0,116,8.95,High,No,Severe,1
TXN04507,U04507,21.0,Other,10.35,0.98,2.64,4.02,8.78,160.0,55,12.14,High,Yes,Moderate,1
TXN04508,U04508,28.0,Male,3.12,1.8,2.0,3.43,8.73,106.0,17,4.53,Medium,Yes,Mild,0
TXN04509,U04509,20.0,Other,5.39,1.23,3.88,2.34,7.96,182.0,119,6.29,Medium,No,,0
TXN04510,U04510,,Male,10.88,1.47,0.92,3.28,5.05,250.0,93,12.05,Medium,No,,1
TXN04511,U04511,26.0,Female,8.33,2.99,0.81,0.69,5.83,118.0,69,9.44,Medium,No,Severe,1
TXN04512,U04512,28.0,Male,10.2,0.99,2.62,1.27,8.58,195.0,148,12.32,High,No,Moderate,1
TXN04513,U04513,20.0,Other,4.15,0.8,1.43,3.84,4.75,166.0,148,6.19,Low,Yes,,0
TXN04514,U04514,23.0,Other,4.36,,2.87,5.58,8.45,227.0,142,5.93,High,No,,0
TXN04515,U04515,30.0,Other,10.84,1.61,2.19,3.54,6.2,124.0,129,12.06,High,Yes,Moderate,1
TXN04516,U04516,33.0,Male,7.39,2.3,3.41,3.69,6.34,113.0,168,8.77,Low,Yes,Mild,0
TXN04517,U04517,24.0,Other,6.28,5.54,0.21,1.39,5.5,195.0,65,7.86,Medium,No,Severe,1
TXN04518,U04518,25.0,Male,7.19,2.84,2.54,5.54,5.84,25.0,68,9.26,,Yes,Mild,0
TXN04519,U04519,20.0,Male,8.58,1.93,3.21,5.74,7.9,146.0,61,9.13,,No,Severe,1
TXN04520,U04520,23.0,Male,3.91,4.96,3.75,4.55,8.58,219.0,156,6.51,Medium,No,Moderate,1
TXN04521,U04521,30.0,Male,10.41,3.78,3.19,0.58,,228.0,68,12.73,Low,No,Moderate,1
TXN04522,U04522,35.0,Other,7.53,4.8,2.31,5.78,7.11,223.0,151,9.62,High,No,Severe,1
TXN04523,U04523,34.0,Male,3.13,0.67,2.53,2.37,7.96,247.0,61,4.96,Medium,No,,0
TXN04524,U04524,28.0,Female,4.57,1.66,3.98,1.07,5.65,215.0,39,6.15,,No,,0
TXN04525,U04525,23.0,Male,7.47,1.93,0.56,0.66,8.44,188.0,178,10.11,Low,Yes,Moderate,1
TXN04526,U04526,32.0,Female,8.13,5.98,2.41,2.94,7.8,151.0,36,8.75,Medium,No,Moderate,1
TXN04527,U04527,18.0,Female,9.67,5.25,0.68,5.03,7.0,134.0,148,10.88,Low,No,Moderate,1
TXN04528,U04528,33.0,Female,11.71,1.93,2.72,5.23,8.58,152.0,133,13.43,High,No,Moderate,1
TXN04529,U04529,300.0,Other,8.49,5.07,0.54,1.13,7.41,136.0,176,10.91,Low,Yes,,1
TXN04530,U04530,34.0,Other,5.54,0.58,2.8,5.16,7.6,78.0,17,7.99,High,No,Mild,0
TXN04531,U04531,21.0,Female,5.74,5.47,2.62,4.96,,247.0,143,6.99,Medium,No,Severe,1
TXN04532,U04532,26.0,Male,3.92,2.35,3.11,2.04,6.34,116.0,127,5.81,Medium,Yes,Mild,0
TXN04533,U04533,30.0,Male,5.67,2.68,2.61,4.38,4.92,123.0,147,7.09,Medium,Yes,Mild,0
TXN04534,U04534,33.0,Female,4.06,3.37,1.2,3.51,5.92,183.0,78,5.24,High,Yes,,0
TXN04535,U04535,11.0,Female,3.09,5.19,0.11,4.12,8.12,162.0,148,4.1,Low,No,Moderate,1
TXN04536,U04536,20.0,Other,3.48,0.99,0.52,4.94,7.41,227.0,93,5.15,High,Yes,Mild,0
TXN04537,U04537,33.0,Female,8.12,1.03,2.35,4.96,8.49,68.0,143,8.76,High,Yes,Moderate,1
TXN04538,U04538,28.0,Other,10.23,3.46,1.05,4.79,7.87,150.0,21,12.6,Low,Yes,Severe,1
TXN04539,U04539,29.0,Other,7.04,4.53,1.64,2.08,5.99,65.0,94,9.24,Low,Yes,Severe,1
TXN04540,U04540,21.0,Other,8.66,5.03,2.65,2.69,6.46,180.0,48,11.46,Low,No,Moderate,1
TXN04541,U04541,32.0,Male,4.34,4.81,3.1,4.35,7.74,153.0,180,5.93,Low,No,Moderate,1
TXN04542,U04542,27.0,Other,9.79,2.02,0.92,2.92,6.12,247.0,26,11.66,High,Yes,Moderate,1
TXN04543,U04543,28.0,,6.5,5.21,2.01,5.76,7.01,91.0,15,9.33,Low,No,Moderate,1
TXN04544,U04544,22.0,Other,8.93,3.54,3.63,5.5,7.28,95.0,42,11.14,High,No,Severe,1
TXN04545,U04545,19.0,Male,5.38,3.01,0.33,1.79,6.71,175.0,57,6.88,High,Yes,Mild,0
TXN04546,U04546,35.0,Other,9.93,5.25,1.0,3.35,4.55,194.0,19,10.46,High,Yes,Severe,1
TXN04547,U04547,18.0,Male,6.79,3.15,3.17,1.26,5.71,100.0,176,8.07,Low,Yes,Severe,0
TXN04548,U04548,23.0,Male,4.09,3.33,0.41,3.93,5.42,101.0,152,6.64,Low,Yes,,0
TXN04549,U04549,33.0,Other,4.29,2.18,0.55,0.89,7.96,120.0,29,6.08,High,Yes,Mild,0
TXN04550,U04550,26.0,Female,7.88,,3.96,1.4,7.59,69.0,47,8.82,High,No,Severe,1
TXN04551,U04551,21.0,Female,8.42,3.62,0.32,3.3,4.92,150.0,117,9.41,Low,Yes,extreme,1
TXN04552,U04552,28.0,Male,9.44,4.25,0.71,4.79,6.05,111.0,92,10.58,Low,Yes,,1
TXN04553,U04553,19.0,Other,10.86,5.95,3.63,5.55,7.37,146.0,82,13.29,Low,Yes,Severe,1
TXN04554,U04554,32.0,Male,4.81,1.7,1.01,5.23,6.14,33.0,149,5.84,Medium,No,,0
TXN04555,U04555,,Male,9.77,5.39,3.96,2.7,4.52,185.0,155,10.89,High,No,,1
TXN04556,U04556,31.0,Male,9.72,2.6,3.04,5.75,6.1,152.0,128,12.48,Low,No,Severe,1
TXN04557,U04557,25.0,Female,5.09,5.98,2.01,3.24,8.87,29.0,62,6.21,High,No,Moderate,1
TXN04558,U04558,31.0,Other,8.35,2.09,3.33,2.59,4.97,176.0,58,10.01,High,Yes,Moderate,1
TXN04559,U04559,19.0,Female,7.15,3.98,0.62,3.48,8.46,224.0,172,8.53,Low,No,Mild,0
TXN04560,U04560,28.0,Male,6.84,5.29,2.87,5.44,6.51,33.0,35,8.53,High,Yes,Moderate,1
TXN04561,U04561,32.0,Other,5.89,2.32,2.77,3.0,8.43,142.0,78,7.31,Low,No,Mild,0
TXN04562,U04562,27.0,Other,10.8,1.93,2.42,3.83,6.79,30.0,140,13.67,High,No,Severe,1
TXN04563,U04563,33.0,Other,7.67,5.14,2.85,0.79,,62.0,88,10.63,High,Yes,Moderate,1
TXN04564,U04564,18.0,Male,11.8,0.55,0.86,2.16,8.54,142.0,45,14.25,High,No,Moderate,1
TXN04565,U04565,24.0,Other,3.49,5.12,2.04,5.21,4.54,212.0,109,4.66,Low,Yes,Severe,1
TXN04566,U04566,25.0,Other,3.98,5.62,2.28,4.88,4.63,218.0,84,5.86,High,Yes,Severe,1
TXN04567,U04567,29.0,Other,8.09,5.94,1.85,1.26,5.3,169.0,49,10.78,Medium,Yes,Moderate,1
TXN04568,U04568,25.0,Female,10.94,4.35,2.3,3.47,5.45,167.0,39,13.01,Medium,Yes,Moderate,1
TXN04569,U04569,31.0,Other,10.47,,3.64,5.49,,158.0,31,13.1,High,Yes,Severe,1
TXN04570,U04570,30.0,Other,7.32,3.07,1.52,3.87,6.92,124.0,80,8.5,Medium,Yes,Mild,0
TXN04571,U04571,29.0,Other,3.74,1.08,1.05,1.42,8.0,64.0,97,5.08,Medium,Yes,,0
TXN04572,U04572,21.0,Female,11.93,4.61,2.1,1.25,6.76,64.0,72,12.47,Low,No,Moderate,1
TXN04573,U04573,29.0,Female,4.42,4.28,3.37,1.42,8.0,206.0,52,5.52,Low,No,Moderate,1
TXN04574,U04574,20.0,Female,9.55,2.61,3.45,3.48,6.38,132.0,108,12.04,Medium,Yes,Severe,1
TXN04575,U04575,32.0,Female,3.99,3.65,2.8,2.74,6.09,199.0,92,6.87,High,No,Mild,0
TXN04576,U04576,19.0,Other,8.52,4.86,0.93,4.3,6.9,131.0,175,10.51,Medium,Yes,Severe,1
TXN04577,U04577,27.0,Male,9.81,2.7,0.63,1.19,4.92,147.0,137,12.19,Medium,Yes,Severe,1
TXN04578,U04578,18.0,,11.23,5.94,3.64,0.97,4.56,28.0,138,13.85,Medium,Yes,Moderate,1
TXN04579,U04579,23.0,Male,9.59,1.62,2.56,0.89,6.93,193.0,27,10.61,Low,Yes,Severe,1
TXN04580,U04580,34.0,,3.8,1.59,2.5,1.33,6.64,243.0,81,5.92,Medium,No,Mild,0
TXN04581,U04581,27.0,Other,9.92,5.52,3.79,2.94,8.61,201.0,168,12.51,Medium,No,Severe,1
TXN04582,U04582,32.0,Male,11.3,0.92,1.25,2.74,6.26,119.0,130,13.22,,No,,1
TXN04583,U04583,30.0,Other,4.09,3.1,2.44,3.43,5.24,135.0,111,4.8,High,Yes,Mild,0
TXN04584,U04584,24.0,Male,11.21,3.5,2.07,4.74,7.04,173.0,32,12.15,Low,Yes,Moderate,1
TXN04585,U04585,30.0,Male,4.96,4.89,3.86,4.83,5.0,131.0,137,5.65,Low,No,Moderate,1
TXN04586,U04586,28.0,Other,9.8,4.55,2.43,1.56,6.39,224.0,144,12.46,Medium,Yes,Severe,1
TXN04587,U04587,,Male,10.18,1.51,3.65,1.9,7.76,45.0,57,11.57,High,Yes,Moderate,1
TXN04588,U04588,26.0,Female,5.21,,3.92,3.47,6.75,186.0,45,6.09,Medium,No,Mild,0
TXN04589,U04589,32.0,Male,7.62,0.64,3.89,3.2,7.19,88.0,27,9.66,Low,No,Moderate,1
TXN04590,U04590,24.0,Other,7.38,5.38,2.73,5.7,5.66,48.0,92,9.72,Low,No,,1
TXN04591,U04591,21.0,Male,8.01,4.97,0.27,1.34,6.79,89.0,174,10.38,Medium,Yes,Severe,1
TXN04592,U04592,26.0,Male,3.35,5.65,2.16,4.65,6.06,226.0,163,5.97,High,No,Moderate,1
